,Date Time,Day of Week,Object 1,Object 2,Street Number,Street Name,Cross Street,Near Street,Location,May involve cyclist,May Involve Pedestrian,Manner of Collision,First Harmful Event Location,First Harmful Event,Ambient Light,Weather Condition 1,Weather Condition 2,Traffic Control Device Type,Traffic Control Device Functionality,Road Surface Condition,Roadway Junction Type,Trafficway Description,School Bus Related,Work Zone,Speed Limit,Street or Intersection,Intersection Name 1,Intersection Direction 1,Intersection Name 2,Intersection Direction 2,Intersection Name 3,Intersection Direction 3,Street Direction,Nearest Intersection Distance,Nearest Intersection Direction,Landmark Distance,Landmark Direction,Landmark,Mile Marker Direction,Non Public Area,Road Contributing,Damaged Property Type,Description of Damaged Property,V1 Registration Type,v1 State Code,V1 Configuration,V1 Emergency Response,V1 Moped,V1 Hit and Run,V1 Action Prior to Crash,V1 Model Year,V1 Most Harmful Event,V1 Model,V1 Make,V1 Occupant Count,V1 Underride Override,V1 First Event,V1 Second Event,V1 Third Event,V1 Fourth Event,V1 Most Damaged Area,V1 Second Damaged Area,V1 Third Damaged Area,V1 Towed,V1 Travel Direction,V1 Interstate,V1 Cargo Body Type,V1 Gross Weight,V1 Haz Placard,V1 Haz Release,V1 Trailer Reg Type,V1 Trailer Reg Plate,V1 Trailer Reg State,V1 Trailer Reg Year,V1 Trailer Len,V1 Driver Contribution,V1 Driver Contribution 2,V1 Is Truck,V1 Has Trailer,V1 Is Bus,V1 Is Hazmat,V1 Reg Year,V1 Driver Distracted,V1 Bus Use,V1 Tow Use,V2 Registration Type,V2 State Code,V2 Configuration,V2 Emergency Response,V2 Moped,V2 Hit and Run,V2 Action Prior to Crash,V2 Model Year,V2 Most Harmful Event,V2 Model,V2 Make,V2 Occupant Count,V2 Underride Override,V2 First Event,V2 Second Event,V2 Third Event,V2 Fourth Event,V2 Most Damaged Area,V2 Second Damaged Area,V2 Third Damaged Area,V2 Towed,V2 Travel Direction,V2 Interstate,V2 Cargo Body Type,V2 Gross Weight,V2 Haz Placard,V2 Haz Release,V2 Trailer Reg Type,V2 Trailer Reg Plate,V2 Trailer Reg State,V2 Trailer Reg Year,V2 Trailer Len,V2 Driver Contribution,V2 Driver Contribution 2,V2 Is Truck,V2 Has Trailer,V2 Is Bus,V2 Is Hazmat,V2 Reg Year,V2 Driver Distracted,V2 Bus Use,V2 Tow Use,P1 Role,P1 Injury,P1 Drivers Lic State,P1 Drivers Lic Class 1,P1 Drivers Lic Class 2,P1 Drivers Lic Restrict,P1 Non Motorist Desc,P1 Non Motorist Action,P1 Non Motorist Location,P1 Safety Equipment,P1 Age,P1 Sex,P1 Seat Position,P1 Safety System,P1 Trapped,P1 Veh Owner,P2 Role,P2 Injury,P2 Drivers Lic State,P2 Drivers Lic Class 1,P2 Drivers Lic Class 2,P2 Drivers Lic Restrict,P2 Non Motorist Desc,P2 Non Motorist Action,P2 Non Motorist Location,P2 Safety Equipment,P2 Age,P2 Sex,P2 Seat Position,P2 Safety System,P2 Trapped,P2 Veh Owner
5302,08/03/2017 07:42:00 PM,Thursday,PASSENGER CAR,,1438,MASS AVE,,,"1438 MASS AVE
Cambridge, MA
(42.374065, -71.118951)",1.0,,SINGLE VEHICLE CRASH,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,CLEAR,NO CONTROLS,YES,DRY,NOT AT INTERSECTION,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,,,,,,,NONE,,,PAS,MA,PASSENGER CAR,N,,,OVERTAKING / PASSING,2011.0,COLLISION WITH PEDALCYCLE,C300,MERCEDES,2.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT FRONT,,,N,SOUTHBOUND,,,,,,,,,,,OTHER IMPROPER ACTION,INATTENTION,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",UNKNOWN,UNKNOWN,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,NON-MOTORIST,NON FATAL INJURY - INCAPACITATING,,,,,CYCLIST,"WALKING, RUNNING OR CYCLING",SHARED-USE PATH OR TRAILS,HELMET,,MALE,,,,
5351,06/06/2019 04:39:00 PM,Thursday,PASSENGER CAR,OTHER,,MASSACHUSETTS AVENUE,,VASSAR ST,,1.0,,"SIDESWIPE, SAME DIRECTION",ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,NOT AT INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,NORTHBOUND,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,Y,SLOWING OR STOPPED IN TRAFFIC,,COLLISION WITH PEDALCYCLE,UNK,UNK,,,COLLISION WITH PEDALCYCLE,,,,NONE,,,N,NORTHBOUND,,,,,,,,,,,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",FAILED TO YIELD THE RIGHT OF WAY,,,,,,UNKNOWN,,,,MA,OTHER,N,,,TRAVELING STRAIGHT AHEAD,UNK,COLLISION WITH MOTOR VEHICLE IN TRAFFIC,PEDALCYCLE,PEDALCYCLE,1.0,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC,,,,NONE,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,UNKNOWN,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",HELMET USED,NOT TRAPPED,Y,,,,,,,,,,,,,,,,
5422,04/27/2019 07:00:00 PM,Saturday,PASSENGER CAR,,310,MASSACHUSETTS AVENUE,,,"310 MASSACHUSETTS AVENUE
Cambridge, MA
(42.3624, -71.098668)",1.0,,SINGLE VEHICLE CRASH,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,UNKNOWN,,NO CONTROLS,,UNKNOWN,NOT AT INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND,,,,,,,,NONE,,,UNKNOWN,,PASSENGER CAR,N,,,SLOWING OR STOPPED IN TRAFFIC,,COLLISION WITH PEDALCYCLE,UNKNOWN,UNKNOWN,2.0,,COLLISION WITH PEDALCYCLE,,,,UNKNOWN,,,N,EASTBOUND,,,,,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCCUPANT/PASSENGER,UNKNOWN,,,,,,,,,,FEMALE,SECOND SEAT - RIGHT SIDE,,,,NON-MOTORIST,SUSPECTED MINOR INJURY,,,,,CYCLIST,"WALKING, RUNNING OR CYCLING",SHARED-USE PATH OR TRAILS,HELMET,,FEMALE,,,,
5428,04/11/2018 10:20:00 AM,Wednesday,PASSENGER CAR,,,MASS AVE,PORTER ROAD,,"MASS AVE
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,T-INTERSECTION,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO,NO,0,INTERSECTION,MASS AVE,EASTBOUND,PORTER ROAD,SOUTHBOUND,,,,,,,,,,,NONE,,,CON,MA,PASSENGER CAR,N,,,TURNING LEFT,2016.0,COLLISION WITH PEDALCYCLE,300,CHRYSLER,1.0,,COLLISION WITH PEDALCYCLE,,,,CENTER FRONT,,,N,SOUTHBOUND,,,,,,,,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-MOTORIST,NO INJURY,,,,,CYCLIST,"WALKING, RUNNING OR CYCLING",IN ROADWAY,HELMET,,MALE,,,,,OPERATOR/DRIVER,NO INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",SHOULDER AND LAP BELT USED,NOT TRAPPED,
5431,11/29/2018 10:36:00 PM,Thursday,PASSENGER CAR,,,MASSACHUSETTS AVE,FRONT STREET,,"MASSACHUSETTS AVE
Cambridge, MA",1.0,,"SIDESWIPE, SAME DIRECTION",ROADWAY,COLLISION WITH PEDALCYCLE,DARK - LIGHTED ROADWAY,CLEAR,,NO CONTROLS,,DRY,T-INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,INTERSECTION,MASSACHUSETTS AVE,WESTBOUND,FRONT STREET,NORTHBOUND,,,,,,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,,MAKING U-TURN,2006.0,COLLISION WITH PEDALCYCLE,PRIUS,TOYOTA,1.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT FRONT,,,N,WESTBOUND,,,,,,,,,,,INATTENTION,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,NON-MOTORIST,NON FATAL INJURY - NON INCAPACITATING,CALIFORNIA,"C, CLASS C VEHICLES",,NONE,CYCLIST,"WALKING, RUNNING OR CYCLING",IN ROADWAY,HELMET,,MALE,,,,
5492,06/26/2018 02:08:00 PM,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,830,MASSACHUSETTS AVE,,,"830 MASSACHUSETTS AVE
Cambridge, MA
(42.367024, -71.106393)",1.0,,SINGLE VEHICLE CRASH,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,NO CONTROLS,NO,DRY,NOT AT INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND,,,,,,,,NONE,,,PAN,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,PARKED,2014.0,COLLISION WITH PEDALCYCLE,TUNDRA,TOYOTA,1.0,,COLLISION WITH PEDALCYCLE,,,,UNKNOWN,,,N,NOT REPORTED,,,,,,,,,,,INATTENTION,,,,,,,UNKNOWN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,UNKNOWN,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,NON-MOTORIST,NON FATAL INJURY - NON INCAPACITATING,,,,,CYCLIST,"WALKING, RUNNING OR CYCLING",IN ROADWAY,UNKNOWN,,MALE,,,,
5582,07/19/2019 02:28:00 PM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,MASS AVE,WESTERN AVE,,"MASS AVE
Cambridge, MA",1.0,,REAR-END,UNKNOWN,COLLISION WITH MOTOR VEHICLE IN TRAFFIC,DAYLIGHT,CLEAR,,TRAFFIC CONTROL SIGNAL,YES,DRY,FOUR WAY INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,INTERSECTION,MASS AVE,EASTBOUND,WESTERN AVE,WESTBOUND,,,,,,,,,,,UNKNOWN,,,PAN,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,TURNING RIGHT,2007.0,UNKNOWN,CRV,HONDA,2.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT REAR,REAR CENTER,LEFT REAR,N,EASTBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",SHOULDER AND LAP BELT USED,,Y,OCCUPANT/PASSENGER,NO APPARENT INJURY,,,,,,,,,,FEMALE,,,,
5598,07/03/2019 02:41:00 PM,Wednesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,950,MASS AVE,,,"950 MASS AVE
Cambridge, MA
(42.368866, -71.109912)",1.0,,ANGLE,ROADWAY,COLLISION WITH MOTOR VEHICLE IN TRAFFIC,DAYLIGHT,CLEAR,CLEAR,NO CONTROLS,,DRY,NOT AT INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,UNK,NON INTERSECTION,,,,,,,EASTBOUND,,,,,,,,UNKNOWN,,,PAN,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,PARKED,2015.0,COLLISION WITH PEDALCYCLE,VENZA,TOYOTA,2.0,,COLLISION WITH PEDALCYCLE,COLLISION WITH PEDALCYCLE,COLLISION WITH PEDALCYCLE,COLLISION WITH PEDALCYCLE,UNKNOWN,,,N,EASTBOUND,,,,,,,,,,,OTHER IMPROPER ACTION,OTHER IMPROPER ACTION,,,,,,UNKNOWN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,UNKNOWN,,,,,71.0,FEMALE,UNKNOWN,UNKNOWN,NOT TRAPPED,Y,,,,,,,,,,,,,,,,
5685,10/18/2018 01:12:00 PM,Thursday,PASSENGER CAR,,,MASSACHUSETTS AVE,HASKELL ST,,"MASSACHUSETTS AVE
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,NO CONTROLS,NO,DRY,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MASSACHUSETTS AVE,SOUTHBOUND,HASKELL ST,EASTBOUND,,,,,,,,,,,NONE,,,LVN,MA,PASSENGER CAR,N,,,PARKED,2010.0,COLLISION WITH PEDALCYCLE,PRIUS,TOYOTA,1.0,,COLLISION WITH PEDALCYCLE,,,,LEFT SIDE,,,N,UNKNOWN,,,,,,,,,,,INATTENTION,FAILED TO YIELD THE RIGHT OF WAY,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,,UNINVOLVED OWNER,,MASSACHUSETTS,,,,,,,,,MALE,,,,Y
5686,08/29/2017 08:24:00 PM,Tuesday,PASSENGER CAR,,739,MASS AVE,,,"739 MASS AVE
Cambridge, MA
(42.366288, -71.105216)",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DUSK,CLOUDY,CLEAR,NO CONTROLS,,DRY,NOT AT INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,35,NON INTERSECTION,,,,,,,EASTBOUND,,,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,,ENTERING TRAFFIC LANE,2015.0,COLLISION WITH PEDALCYCLE,FUSION,FORD,1.0,,COLLISION WITH PEDALCYCLE,,,,NONE,NONE,NONE,N,EASTBOUND,,,,,,,,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,27.0,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,NON-MOTORIST,NON FATAL INJURY - NON INCAPACITATING,,,,,CYCLIST,"WALKING, RUNNING OR CYCLING",IN ROADWAY,LIGHTING,,MALE,,,,
5754,06/07/2019 10:38:00 PM,Friday,PASSENGER CAR,,,MASSACHUSETTS AVE,DOUGLAS ST,,"MASSACHUSETTS AVE
Cambridge, MA",1.0,,SINGLE VEHICLE CRASH,ROADWAY,COLLISION WITH PEDALCYCLE,DARK - LIGHTED ROADWAY,CLEAR,,TRAFFIC CONTROL SIGNAL,YES,DRY,FOUR WAY INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,INTERSECTION,MASSACHUSETTS AVE,WESTBOUND,DOUGLAS ST,NORTHBOUND,,,,,,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,,SLOWING OR STOPPED IN TRAFFIC,2012.0,COLLISION WITH OTHER MOVABLE OBJECT,PRIUS,TOYOTA,2.0,,COLLISION WITH OTHER MOVABLE OBJECT,,,,RIGHT SIDE,,,N,WESTBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,OCCUPANT/PASSENGER,NO APPARENT INJURY,MASSACHUSETTS,,,,,,,,,MALE,SECOND SEAT - RIGHT SIDE,UNKNOWN,NOT TRAPPED,
5758,09/12/2019 04:50:00 PM,Thursday,PASSENGER CAR,,,MASSACHUSETTS AVE,,ALBANY STREET,,1.0,,REAR-END,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLOUDY,,FLASHING TRAFIC CONTROL SIGNAL,YES,DRY,NOT AT INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,EASTBOUND,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,,SLOWING OR STOPPED IN TRAFFIC,2013.0,COLLISION WITH PEDALCYCLE,SONATA,HYUNDAI,1.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT REAR,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,UNKNOWN,,,,,,MALE,,,,Y,NON-MOTORIST,NO APPARENT INJURY,,,,,CYCLIST,"WALKING, RUNNING OR CYCLING",IN ROADWAY,UNKNOWN,,MALE,,,,
5760,09/20/2017 02:59:00 PM,Wednesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,WINDSOR ST,MASS AVE,,"WINDSOR ST
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,RAIN,,STOP SIGNS,,WET,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,WINDSOR ST,SOUTHBOUND,MASS AVE,WESTBOUND,,,,,,,,,,,NONE,,,PAN,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,TURNING LEFT,2013.0,COLLISION WITH PEDALCYCLE,RAV4,TOYOTA,2.0,,COLLISION WITH PEDALCYCLE,,,,CENTER FRONT,,,N,SOUTHBOUND,,,,,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,OCCUPANT/PASSENGER,NO INJURY,,,,,,,,,,MALE,SECOND SEAT - RIGHT SIDE,CHILD SAFETY SEAT USED,NOT TRAPPED,
5788,07/02/2019 05:59:00 PM,Tuesday,PASSENGER CAR,,2020,MASSACHUSETTS AVE,,REGENT STREET,"2020 MASSACHUSETTS AVE
Cambridge, MA
(42.390677, -71.121857)",1.0,,ANGLE,ROADSIDE,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,NOT AT INTERSECTION,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,EASTBOUND,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,,OTHER,2018.0,COLLISION WITH PEDALCYCLE,Q5,AUDI,1.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT SIDE,OTHER,,N,SOUTHBOUND,,,,,,,,,,,FAILED TO YIELD THE RIGHT OF WAY,,,,,,,EXTERNAL DISTRACTION,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-MOTORIST,POSSIBLE INJURY,NEW HAMPSHIRE,"D, CLASS D VEHICLES",,UNKNOWN,CYCLIST,"WALKING, RUNNING OR CYCLING",SHOULDER,UNKNOWN,,FEMALE,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,UNKNOWN,,,,,,FEMALE,,,,
5855,04/23/2019 06:45:00 AM,Tuesday,PASSENGER CAR,,,MASS AVE,GARDEN STREET,,"MASS AVE
Cambridge, MA",1.0,,"SIDESWIPE, SAME DIRECTION",ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLOUDY,CLOUDY,TRAFFIC CONTROL SIGNAL,YES,DRY,T-INTERSECTION,"ONE-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MASS AVE,SOUTHBOUND,GARDEN STREET,EASTBOUND,,,,,,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,Y,SLOWING OR STOPPED IN TRAFFIC,2008.0,COLLISION WITH PEDALCYCLE,UTILITY,JEEP,1.0,,COLLISION WITH PEDALCYCLE,COLLISION WITH PEDALCYCLE,COLLISION WITH PEDALCYCLE,COLLISION WITH PEDALCYCLE,LEFT SIDE,,,N,SOUTHBOUND,,,,,,,,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,NON-MOTORIST,UNKNOWN,,,,,CYCLIST,,,,,,,,,
5859,08/14/2017 08:05:00 AM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,196,MASS AVE,,ALBANY ST,"196 MASS AVE
Cambridge, MA
(42.361301, -71.096825)",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,NOT AT INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND,,,,,,,,NONE,,,PASS,ME,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,LEAVING TRAFFIC LANE,2016.0,COLLISION WITH PEDALCYCLE,RENEGADE,JEEP,3.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT SIDE,,,N,EASTBOUND,,,,,,,,,,,FAILED TO YIELD THE RIGHT OF WAY,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO INJURY,YUKON TERR,UNKNOWN,,UNKNOWN,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,,UNINVOLVED OWNER,,,,,,,,,,,,,,,Y
5864,07/11/2018 07:13:00 PM,Wednesday,PASSENGER CAR,,,MASSACHUSETTS AVE,LANGDON ST,,"MASSACHUSETTS AVE
Cambridge, MA",1.0,,REAR-END,ROADWAY,COLLISION WITH MOTOR VEHICLE IN TRAFFIC,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,FOUR WAY INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,INTERSECTION,MASSACHUSETTS AVE,SOUTHBOUND,LANGDON ST,WESTBOUND,,,,,,,,,,,UNKNOWN,OTHER,BICYCLE - FRONT BREAKS DESTROYED AS A RESULT,,,PASSENGER CAR,N,,Y,TRAVELING STRAIGHT AHEAD,,COLLISION WITH PEDALCYCLE,CIVIC/ACCORD,HOND,1.0,,COLLISION WITH PEDALCYCLE,,,,REAR CENTER,,,N,SOUTHBOUND,,,,,,,,,,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,UNKNOWN,,UNKNOWN,,UNKNOWN,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,,NON-MOTORIST,NON FATAL INJURY - NON INCAPACITATING,,,,,CYCLIST,ENTERING OR CROSSING SPECIFIED LOCATION,IN ROADWAY,NONE USED,,MALE,,,,
5866,03/15/2019 02:18:00 PM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,MASSACHUSETTS AVE,NORFOLK ST,,"MASSACHUSETTS AVE
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MASSACHUSETTS AVE,EASTBOUND,NORFOLK ST,SOUTHBOUND,,,,,,,,,,,NONE,,,PAN,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,CHANGING LANES,2006.0,COLLISION WITH PEDALCYCLE,FOREST,SUBARU,2.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT FRONT,RIGHT SIDE,,N,EASTBOUND,,,,,,,,,,,FAILED TO YIELD THE RIGHT OF WAY,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,,OCCUPANT/PASSENGER,NO INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,FRONT SEAT - RIGHT SIDE,UNKNOWN,NOT TRAPPED,Y
